text,intent
Cho toi hoi bat tat thong bao o dau cho toi,notification_help
Hoạt động học thuật sắp tới,upcoming_activity
Hoat dong hoc thuat sap toi,upcoming_activity
Tôi muốn hỏi điểm rèn luyện của học kỳ hiện tại được không ạ,training_score
Toi muon hoi diem ren luyen cua hoc ky hien tai duoc khong a,training_score
Cho mình hỏi tôi không nhận được nhắc nhở được không bạn,notification_help
Cho minh hoi toi khong nhan duoc nhac nho duoc khong ban,notification_help
Bạn kiểm tra giúp báo sự cố hoạt động trong hệ thống,feedback_help
Ban kiem tra giup bao su co hoat dong trong he thong,feedback_help
Mình muốn biết chào trợ lý ITConnect được không bạn,greeting
Minh muon biet chao tro ly ITConnect duoc khong ban,greeting
Tôi cần xem bạn có thể dịch tiếng Anh không với,unknown
Toi can xem ban co the dich tieng Anh khong voi,unknown
Bạn kiểm tra giúp tìm sân trường trên bản đồ trong hệ thống,map_help
Ban kiem tra giup tim san truong tren ban do trong he thong,map_help
Mình muốn biết cho tôi xem hoạt động của tôi như thế nào nha,my_activities
Minh muon biet cho toi xem hoat dong cua toi nhu the nao nha,my_activities
Bạn cho tôi biết làm sao kiếm tiền online được không bạn,unknown
Ban cho toi biet lam sao kiem tien online duoc khong ban,unknown
Tôi cần xem tôi bị từ chối hoạt động nào được không bạn,attendance_status
Toi can xem toi bi tu choi hoat dong nao duoc khong ban,attendance_status
Bạn kiểm tra giúp tôi tham gia hoạt động nào nha,my_activities
Ban kiem tra giup toi tham gia hoat dong nao nha,my_activities
Cho tôi xem hoạt động CLB gần nhất là gì trong app,upcoming_activity
Cho toi xem hoat dong CLB gan nhat la gi trong app,upcoming_activity
Làm ơn cho tôi biết hệ thống có nhắc điểm danh không,notification_help
Lam on cho toi biet he thong co nhac diem danh khong,notification_help
Mình cần biết tôi không nhận được nhắc nhở trong hệ thống,notification_help
Minh can biet toi khong nhan duoc nhac nho trong he thong,notification_help
Mình cần biết mục bản đồ trong app nằm đâu với giúp mình,map_help
Minh can biet muc ban do trong app nam dau voi giup minh,map_help
Có thể cho tôi biết tôi muốn tìm hội trường C nhé,map_help
Co the cho toi biet toi muon tim hoi truong C nhe,map_help
Giúp tôi xem cách gửi minh chứng quét QR hiện tại,check_in_guide
Giup toi xem cach gui minh chung quet QR hien tai,check_in_guide
Tôi cần xem bản đồ ở đâu được không bạn,map_help
Toi can xem ban do o dau duoc khong ban,map_help
Cho tôi xem tôi muốn gửi lời nhắn cho admin cho tôi,feedback_help
Cho toi xem toi muon gui loi nhan cho admin cho toi,feedback_help
Làm ơn cho tôi biết mục thông báo trên trang chủ ở đâu trong hệ thống bạn,notification_help
Lam on cho toi biet muc thong bao tren trang chu o dau trong he thong ban,notification_help
Bạn giải thích giúp bị vắng một chương trình thì trừ bao nhiêu nha ạ,absent_penalty
Ban giai thich giup bi vang mot chuong trinh thi tru bao nhieu nha a,absent_penalty
Tôi muốn hỏi từ chối check in có trừ điểm không trong hệ thống,absent_penalty
Toi muon hoi tu choi check in co tru diem khong trong he thong,absent_penalty
Giúp tôi xem alo chatbot được không bạn,greeting
Giup toi xem alo chatbot duoc khong ban,greeting
Mình cần biết tôi muốn xem kết quả điểm danh,attendance_status
Minh can biet toi muon xem ket qua diem danh,attendance_status
Bạn giải thích giúp cách báo lỗi hệ thống được không ạ,feedback_help
Ban giai thich giup cach bao loi he thong duoc khong a,feedback_help
Em muốn hỏi làm sao gửi yêu cầu hỗ trợ trong app,feedback_help
Em muon hoi lam sao gui yeu cau ho tro trong app,feedback_help
Điểm danh QR ở đâu,check_in_guide
Diem danh QR o dau,check_in_guide
Tôi cần xem tôi muốn gửi phản hồi nhanh ở đâu,feedback_help
Toi can xem toi muon gui phan hoi nhanh o dau,feedback_help
Mình cần biết tôi đã gửi minh chứng chưa nha,attendance_status
Minh can biet toi da gui minh chung chua nha,attendance_status
Giúp tôi xem thông báo đã đọc xem lại ở đâu trên ITConnect,notification_help
Giup toi xem thong bao da doc xem lai o dau tren ITConnect,notification_help
Tôi cần xem tôi muốn hỏi thông tin trên ITConnect,greeting
Toi can xem toi muon hoi thong tin tren ITConnect,greeting
Mình muốn biết kết quả điểm danh đã có chưa trong hệ thống,attendance_status
Minh muon biet ket qua diem danh da co chua trong he thong,attendance_status
Cho tôi xem làm sao kiếm tiền online hiện tại,unknown
Cho toi xem lam sao kiem tien online hien tai,unknown
Cách đọc tất cả thông báo,notification_help
Cach doc tat ca thong bao,notification_help
Hỏi chút là xem địa điểm hoạt động bằng bản đồ như thế nào giúp mình,map_help
Hoi chut la xem dia diem hoat dong bang ban do nhu the nao giup minh,map_help
Mình muốn biết cách sử dụng mã QR để điểm danh được không ạ nhé,check_in_guide
Minh muon biet cach su dung ma QR de diem danh duoc khong a nhe,check_in_guide
Có thể cho tôi biết tôi muốn báo lỗi điểm danh hiện tại,feedback_help
Co the cho toi biet toi muon bao loi diem danh hien tai,feedback_help
Làm ơn cho tôi biết tôi muốn nghe tin tức trên ITConnect,unknown
Lam on cho toi biet toi muon nghe tin tuc tren ITConnect,unknown
Giúp tôi xem danh sách đăng ký của tôi,my_activities
Giup toi xem danh sach dang ky cua toi,my_activities
Bạn cho tôi biết điểm của tôi sau khi hoàn thành hoạt động trên ITConnect,training_score
Ban cho toi biet diem cua toi sau khi hoan thanh hoat dong tren ITConnect,training_score
Bạn giải thích giúp xem hoạt động theo học kỳ của tôi trong hệ thống,my_activities
Ban giai thich giup xem hoat dong theo hoc ky cua toi trong he thong,my_activities
Mình muốn biết có workshop nào sắp diễn ra không trong app,upcoming_activity
Minh muon biet co workshop nao sap dien ra khong trong app,upcoming_activity
Mình muốn biết gửi phản hồi về hoạt động trong app,feedback_help
Minh muon biet gui phan hoi ve hoat dong trong app,feedback_help
Cho tôi hỏi thông báo nằm ở đâu nha,notification_help
Cho toi hoi thong bao nam o dau nha,notification_help
Cho tôi xem nếu không check in thì bị gì nhé,absent_penalty
Cho toi xem neu khong check in thi bi gi nhe,absent_penalty
Làm ơn cho tôi biết minh chứng bị từ chối thì bị sao trong app giúp mình,absent_penalty
Lam on cho toi biet minh chung bi tu choi thi bi sao trong app giup minh,absent_penalty
Bạn giải thích giúp tìm sân trường trên bản đồ hiện tại,map_help
Ban giai thich giup tim san truong tren ban do hien tai,map_help
Mình muốn biết nếu không check in thì bị gì ở đâu,absent_penalty
Minh muon biet neu khong check in thi bi gi o dau,absent_penalty
Tôi muốn hỏi hello nhé nhé,greeting
Toi muon hoi hello nhe nhe,greeting
Hỏi chút là tắt nhắc nhở sự kiện như thế nào được không,notification_help
Hoi chut la tat nhac nho su kien nhu the nao duoc khong,notification_help
Mở bản đồ như thế nào,map_help
Mo ban do nhu the nao,map_help
Làm ơn cho tôi biết địa điểm workshop ở đâu được không bạn,map_help
Lam on cho toi biet dia diem workshop o dau duoc khong ban,map_help
Cho mình hỏi không tham gia sau khi đăng ký thì sao được không,absent_penalty
Cho minh hoi khong tham gia sau khi dang ky thi sao duoc khong,absent_penalty
Tôi muốn hỏi xin chào cho tôi,greeting
Toi muon hoi xin chao cho toi,greeting
Bạn cho tôi biết không quét QR có bị trừ điểm không nha,absent_penalty
Ban cho toi biet khong quet QR co bi tru diem khong nha,absent_penalty
Mình muốn biết tôi có được cộng điểm hoạt động chưa hiện tại,attendance_status
Minh muon biet toi co duoc cong diem hoat dong chua hien tai,attendance_status
Mình muốn biết cho xem hoạt động trong học kỳ này ở đâu nha,my_activities
Minh muon biet cho xem hoat dong trong hoc ky nay o dau nha,my_activities
Tôi đã gửi minh chứng chưa,attendance_status
Toi da gui minh chung chua,attendance_status
Làm ơn cho tôi biết tôi muốn xem bản đồ trường,map_help
Lam on cho toi biet toi muon xem ban do truong,map_help
Cho mình hỏi bạn hỗ trợ gì được cho tôi nhé,greeting
Cho minh hoi ban ho tro gi duoc cho toi nhe,greeting
Hỏi chút là có hoạt động nào phù hợp để tham gia được không bạn,upcoming_activity
Hoi chut la co hoat dong nao phu hop de tham gia duoc khong ban,upcoming_activity
Bạn cho tôi biết tôi muốn xem vị trí sự kiện trong hệ thống,map_help
Ban cho toi biet toi muon xem vi tri su kien trong he thong,map_help
Tôi cần xem điểm rèn luyện bị trừ khi nào như thế nào,absent_penalty
Toi can xem diem ren luyen bi tru khi nao nhu the nao,absent_penalty
Hôm nay thời tiết thế nào,unknown
Hom nay thoi tiet the nao,unknown
Hỏi chút là tôi muốn xem chương trình của mình nhé,my_activities
Hoi chut la toi muon xem chuong trinh cua minh nhe,my_activities
Cho tôi hỏi tôi đã được duyệt điểm danh chưa nhé,attendance_status
Cho toi hoi toi da duoc duyet diem danh chua nhe,attendance_status
Bạn kiểm tra giúp tư vấn mua laptop ở đâu,unknown
Ban kiem tra giup tu van mua laptop o dau,unknown
Làm ơn cho tôi biết tư vấn mua xe máy được không ạ,unknown
Lam on cho toi biet tu van mua xe may duoc khong a,unknown
Có thể cho tôi biết hoạt động cá nhân của tôi trong hệ thống,my_activities
Co the cho toi biet hoat dong ca nhan cua toi trong he thong,my_activities
Bạn kiểm tra giúp tôi đã ghi danh hoạt động gì giúp tôi,my_activities
Ban kiem tra giup toi da ghi danh hoat dong gi giup toi,my_activities
Làm ơn cho tôi biết xem các hoạt động đã đăng ký giúp tôi,my_activities
Lam on cho toi biet xem cac hoat dong da dang ky giup toi,my_activities
Bạn cho tôi biết bạn có biết bóng đá không cho tôi,unknown
Ban cho toi biet ban co biet bong da khong cho toi,unknown
Mình cần biết tôi có đạt loại tốt không hiện tại,training_score
Minh can biet toi co dat loai tot khong hien tai,training_score
Mình muốn biết góp ý cho hệ thống ở đâu với giúp tôi,feedback_help
Minh muon biet gop y cho he thong o dau voi giup toi,feedback_help
Cho mình hỏi điểm học kỳ này của tôi bao nhiêu trong hệ thống,training_score
Cho minh hoi diem hoc ky nay cua toi bao nhieu trong he thong,training_score
Bạn giải thích giúp tôi muốn gửi ảnh minh chứng trong hệ thống,check_in_guide
Ban giai thich giup toi muon gui anh minh chung trong he thong,check_in_guide
Có thể cho tôi biết tôi có đang chờ xử lý không trong hệ thống,attendance_status
Co the cho toi biet toi co dang cho xu ly khong trong he thong,attendance_status
Mình muốn biết chụp ảnh đẹp như thế nào trong hệ thống,unknown
Minh muon biet chup anh dep nhu the nao trong he thong,unknown
Cho tôi hỏi tôi cần hỗ trợ tài khoản cho tôi,feedback_help
Cho toi hoi toi can ho tro tai khoan cho toi,feedback_help
Giúp tôi xem tư vấn mua điện thoại nha,unknown
Giup toi xem tu van mua dien thoai nha,unknown
Danh sách đăng ký của tôi,my_activities
Danh sach dang ky cua toi,my_activities
Tui muốn báo lỗi điểm danh vậy,feedback_help
Tui muon bao loi diem danh vay,feedback_help
Bạn kiểm tra giúp tôi không nhận được nhắc nhở vậy,notification_help
Ban kiem tra giup toi khong nhan duoc nhac nho vay,notification_help
Hệ thống có nhắc điểm danh không,notification_help
He thong co nhac diem danh khong,notification_help
Bạn giải thích giúp tôi phải check in như thế nào trong hệ thống,check_in_guide
Ban giai thich giup toi phai check in nhu the nao trong he thong,check_in_guide
Cách xác nhận tham gia hoạt động,check_in_guide
Cach xac nhan tham gia hoat dong,check_in_guide
Bạn kiểm tra giúp app bị lỗi thì báo ở đâu trong hệ thống,feedback_help
Ban kiem tra giup app bi loi thi bao o dau trong he thong,feedback_help
Cho tôi hỏi báo sự cố hoạt động trên ITConnect,feedback_help
Cho toi hoi bao su co hoat dong tren ITConnect,feedback_help
Tôi đang có bao nhiêu điểm,training_score
Toi dang co bao nhieu diem,training_score
Bạn giải thích giúp làm sao để điểm danh ở đâu,check_in_guide
Ban giai thich giup lam sao de diem danh o dau,check_in_guide
Danh sách hoạt động đang nhận đăng ký ở đâu,upcoming_activity
Danh sach hoat dong dang nhan dang ky o dau,upcoming_activity
Bạn cho tôi biết xem hoạt động theo học kỳ của tôi vậy ạ,my_activities
Ban cho toi biet xem hoat dong theo hoc ky cua toi vay a,my_activities
Mình muốn biết xin chào ở đâu,greeting
Minh muon biet xin chao o dau,greeting
Có thể góp ý cho admin không,feedback_help
Co the gop y cho admin khong,feedback_help
Bạn cho tôi biết tôi cần minh chứng gì khi check in hiện tại nha,check_in_guide
Ban cho toi biet toi can minh chung gi khi check in hien tai nha,check_in_guide
Hỏi chút là tôi điểm danh bằng cách nào nhé,check_in_guide
Hoi chut la toi diem danh bang cach nao nhe,check_in_guide
Có thể cho tôi biết tôi có bị vắng không cho tôi,attendance_status
Co the cho toi biet toi co bi vang khong cho toi,attendance_status
Em muốn hỏi làm sao để điểm danh trong hệ thống,check_in_guide
Em muon hoi lam sao de diem danh trong he thong,check_in_guide
Cho mình hỏi danh sách sự kiện sắp diễn ra ở đâu,upcoming_activity
Cho minh hoi danh sach su kien sap dien ra o dau,upcoming_activity
Cho tôi xem địa điểm hoạt động nằm ở đâu vậy,map_help
Cho toi xem dia diem hoat dong nam o dau vay,map_help
Giúp tôi xem kết quả điểm danh đã có chưa ở đâu,attendance_status
Giup toi xem ket qua diem danh da co chua o dau,attendance_status
Dự báo thời tiết ngày mai,unknown
Du bao thoi tiet ngay mai,unknown
Mình muốn biết hoạt động của tôi có gì trên ITConnect,my_activities
Minh muon biet hoat dong cua toi co gi tren ITConnect,my_activities
Bạn cho tôi biết địa điểm workshop ở đâu trên ITConnect,map_help
Ban cho toi biet dia diem workshop o dau tren ITConnect,map_help
Bạn cho tôi biết trạng thái điểm danh của tôi như thế nào,attendance_status
Ban cho toi biet trang thai diem danh cua toi nhu the nao,attendance_status
Có thể cho tôi biết trạng thái minh chứng của tôi cho tôi,attendance_status
Co the cho toi biet trang thai minh chung cua toi cho toi,attendance_status
Mình cần biết cách xem thông báo trên ITConnect,notification_help
Minh can biet cach xem thong bao tren ITConnect,notification_help
Có thể cho tôi biết sự kiện học thuật sắp tới nha,upcoming_activity
Co the cho toi biet su kien hoc thuat sap toi nha,upcoming_activity
Bạn giải thích giúp tôi muốn báo lỗi đăng ký hoạt động giúp tôi,feedback_help
Ban giai thich giup toi muon bao loi dang ky hoat dong giup toi,feedback_help
Cho mình hỏi tôi đã ghi danh hoạt động gì vậy,my_activities
Cho minh hoi toi da ghi danh hoat dong gi vay,my_activities
Bạn kiểm tra giúp bản đồ ở đâu hiện tại,map_help
Ban kiem tra giup ban do o dau hien tai,map_help
Bạn kiểm tra giúp xem điểm rèn luyện của tôi nhé,training_score
Ban kiem tra giup xem diem ren luyen cua toi nhe,training_score
Mình muốn biết tôi có đạt loại tốt không được không ạ nhé,training_score
Minh muon biet toi co dat loai tot khong duoc khong a nhe,training_score
Làm ơn cho tôi biết bạn là ai ở đâu,greeting
Lam on cho toi biet ban la ai o dau,greeting
Cho tôi xem hướng dẫn điểm danh được không bạn giúp mình,check_in_guide
Cho toi xem huong dan diem danh duoc khong ban giup minh,check_in_guide
Bạn giải thích giúp báo lỗi ứng dụng nha,feedback_help
Ban giai thich giup bao loi ung dung nha,feedback_help
Có thể cho tôi biết tình trạng điểm danh của tôi là gì với,attendance_status
Co the cho toi biet tinh trang diem danh cua toi la gi voi,attendance_status
Tôi cần xem tôi muốn gửi ảnh minh chứng được không ạ,check_in_guide
Toi can xem toi muon gui anh minh chung duoc khong a,check_in_guide
Làm ơn cho tôi biết chào bạn hiện tại,greeting
Lam on cho toi biet chao ban hien tai,greeting
Từ chối quét QR có trừ điểm không,absent_penalty
Tu choi quet QR co tru diem khong,absent_penalty
Em muốn hỏi thông báo của tôi ở đâu với nhé,notification_help
Em muon hoi thong bao cua toi o dau voi nhe,notification_help
Mình cần biết kiểm tra điểm rèn luyện giúp tôi nhé,training_score
Minh can biet kiem tra diem ren luyen giup toi nhe,training_score
Cách báo lỗi hệ thống,feedback_help
Cach bao loi he thong,feedback_help
Mình muốn biết làm sao đến sân trường trong app,map_help
Minh muon biet lam sao den san truong trong app,map_help
Cho mình hỏi tìm khu nhà trong trường hiện tại,map_help
Cho minh hoi tim khu nha trong truong hien tai,map_help
Làm ơn cho tôi biết chào hệ thống nha,greeting
Lam on cho toi biet chao he thong nha,greeting
Làm ơn cho tôi biết sắp tới có sự kiện gì vậy,upcoming_activity
Lam on cho toi biet sap toi co su kien gi vay,upcoming_activity
Bạn giải thích giúp không gửi minh chứng có bị vắng không với,absent_penalty
Ban giai thich giup khong gui minh chung co bi vang khong voi,absent_penalty
Hỏi chút là có hoạt động tháng này không vậy,upcoming_activity
Hoi chut la co hoat dong thang nay khong vay,upcoming_activity
Tôi có đăng ký hoạt động nào chưa,my_activities
Toi co dang ky hoat dong nao chua,my_activities
Cho tôi xem tôi buồn quá với,unknown
Cho toi xem toi buon qua voi,unknown
Cho tôi hỏi tôi đã đăng ký sự kiện nào được không,my_activities
Cho toi hoi toi da dang ky su kien nao duoc khong,my_activities
Thông báo hoạt động sắp diễn ra ở đâu như thế nào,notification_help
Thong bao hoat dong sap dien ra o dau nhu the nao,notification_help
Bạn kiểm tra giúp tôi cần hỏi nhanh được không bạn,greeting
Ban kiem tra giup toi can hoi nhanh duoc khong ban,greeting
Bạn kiểm tra giúp tôi có đăng ký hoạt động nào chưa,my_activities
Ban kiem tra giup toi co dang ky hoat dong nao chua,my_activities
Hỏi chút là tôi muốn kiểm tra thông báo như thế nào,notification_help
Hoi chut la toi muon kiem tra thong bao nhu the nao,notification_help
Có thể cho tôi biết tôi muốn đặt vé máy bay trong hệ thống,unknown
Co the cho toi biet toi muon dat ve may bay trong he thong,unknown
Em cần xem điểm rèn luyện của tôi hiện đang là mấy trên ITConnect,training_score
Em can xem diem ren luyen cua toi hien dang la may tren ITConnect,training_score
Bạn kiểm tra giúp tôi cần gửi hỗ trợ được không ạ,feedback_help
Ban kiem tra giup toi can gui ho tro duoc khong a,feedback_help
Cho tôi hỏi tôi không thấy thông báo ở đâu,notification_help
Cho toi hoi toi khong thay thong bao o dau,notification_help
Không tham gia sau khi đăng ký thì sao,absent_penalty
Khong tham gia sau khi dang ky thi sao,absent_penalty
Điểm danh có cần gửi ảnh không,check_in_guide
Diem danh co can gui anh khong,check_in_guide
Giúp tôi xem sắp tới có sự kiện gì trên ITConnect,upcoming_activity
Giup toi xem sap toi co su kien gi tren ITConnect,upcoming_activity
Cho tôi hỏi điểm rèn luyện có tối đa bao nhiêu trong hệ thống,training_score
Cho toi hoi diem ren luyen co toi da bao nhieu trong he thong,training_score
Tôi muốn hỏi chatbot ơi trong app,greeting
Toi muon hoi chatbot oi trong app,greeting
Xem vị trí tổ chức hoạt động,map_help
Xem vi tri to chuc hoat dong,map_help
Tôi cần xem tư vấn mua laptop với,unknown
Toi can xem tu van mua laptop voi,unknown
Bạn cho tôi biết hoạt động tôi đã ghi danh như thế nào,my_activities
Ban cho toi biet hoat dong toi da ghi danh nhu the nao,my_activities
Cho tôi hỏi tôi cần làm gì để check in hiện tại,check_in_guide
Cho toi hoi toi can lam gi de check in hien tai,check_in_guide
Mình muốn biết tư vấn mua điện thoại giúp tôi,unknown
Minh muon biet tu van mua dien thoai giup toi,unknown
Cách quay video minh chứng,check_in_guide
Cach quay video minh chung,check_in_guide
Tôi muốn hỏi hoạt động cá nhân của tôi trong hệ thống nha,my_activities
Toi muon hoi hoat dong ca nhan cua toi trong he thong nha,my_activities
Có hoạt động nào phù hợp để tham gia,upcoming_activity
Co hoat dong nao phu hop de tham gia,upcoming_activity
Bạn cho tôi biết tôi muốn chơi game với,unknown
Ban cho toi biet toi muon choi game voi,unknown
Cho tôi xem lịch hoạt động đã đăng ký nha,my_activities
Cho toi xem lich hoat dong da dang ky nha,my_activities
Cho tôi hỏi bạn có yêu tôi không giúp tôi,unknown
Cho toi hoi ban co yeu toi khong giup toi,unknown
Em được duyệt hoạt động nào,attendance_status
Em duoc duyet hoat dong nao,attendance_status
Em muốn hỏi chào buổi sáng trên ITConnect,greeting
Em muon hoi chao buoi sang tren ITConnect,greeting
Bạn giải thích giúp tôi phải chụp minh chứng như thế nào được không ạ,check_in_guide
Ban giai thich giup toi phai chup minh chung nhu the nao duoc khong a,check_in_guide
Tại sao có chấm đỏ thông báo,notification_help
Tai sao co cham do thong bao,notification_help
Tôi đã đăng ký hoạt động nào,my_activities
Toi da dang ky hoat dong nao,my_activities
Mình cần biết cho tôi xem sự kiện của tôi trong hệ thống,my_activities
Minh can biet cho toi xem su kien cua toi trong he thong,my_activities
Mình muốn biết danh sách chương trình đang nhận đăng ký nha,upcoming_activity
Minh muon biet danh sach chuong trinh dang nhan dang ky nha,upcoming_activity
Bạn cho tôi biết chụp ảnh đẹp như thế nào cho tôi,unknown
Ban cho toi biet chup anh dep nhu the nao cho toi,unknown
Làm ơn cho tôi biết phản hồi thông tin sai ở đâu trong hệ thống,feedback_help
Lam on cho toi biet phan hoi thong tin sai o dau trong he thong,feedback_help
Mình muốn biết điểm rèn luyện bị trừ khi nào được không ạ,absent_penalty
Minh muon biet diem ren luyen bi tru khi nao duoc khong a,absent_penalty
Bạn cho tôi biết chào chatbot,greeting
Ban cho toi biet chao chatbot,greeting
Cho tôi hỏi chụp ảnh đẹp như thế nào vậy,unknown
Cho toi hoi chup anh dep nhu the nao vay,unknown
Bạn là ai,greeting
Ban la ai,greeting
Cho mình hỏi thông báo đã đọc xem lại ở đâu hiện tại,notification_help
Cho minh hoi thong bao da doc xem lai o dau hien tai,notification_help
Cho mình hỏi tôi muốn xem hoạt động mới nhất nhé với ạ,upcoming_activity
Cho minh hoi toi muon xem hoat dong moi nhat nhe voi a,upcoming_activity
Cho mình hỏi điểm danh thất bại có bị trừ điểm không trong hệ thống,absent_penalty
Cho minh hoi diem danh that bai co bi tru diem khong trong he thong,absent_penalty
Mình cần biết có hoạt động nào sắp tới không nha,upcoming_activity
Minh can biet co hoat dong nao sap toi khong nha,upcoming_activity
Bạn cho tôi biết tôi có thể đăng ký hoạt động nào trong hệ thống,upcoming_activity
Ban cho toi biet toi co the dang ky hoat dong nao trong he thong,upcoming_activity
Cho tôi hỏi mở bản đồ như thế nào nhé,map_help
Cho toi hoi mo ban do nhu the nao nhe,map_help
Có thể cho tôi biết thông báo nằm ở đâu,notification_help
Co the cho toi biet thong bao nam o dau,notification_help
Tôi muốn hỏi chụp ảnh đẹp như thế nào hiện tại nha,unknown
Toi muon hoi chup anh dep nhu the nao hien tai nha,unknown
Tôi không biết địa điểm hoạt động hiện tại,map_help
Toi khong biet dia diem hoat dong hien tai,map_help
Điểm hiện tại của tôi là bao nhiêu nha giúp tôi,training_score
Diem hien tai cua toi la bao nhieu nha giup toi,training_score
Mục bản đồ trong app nằm đâu ở đâu bạn,map_help
Muc ban do trong app nam dau o dau ban,map_help
Tôi đang chờ duyệt phải không với,attendance_status
Toi dang cho duyet phai khong voi,attendance_status
Cho tôi hỏi mục thông báo trên trang chủ ở đâu được không,notification_help
Cho toi hoi muc thong bao tren trang chu o dau duoc khong,notification_help
Mình muốn biết tôi muốn góp ý được không,feedback_help
Minh muon biet toi muon gop y duoc khong,feedback_help
Làm ơn cho tôi biết mấy giờ rồi với,unknown
Lam on cho toi biet may gio roi voi,unknown
Bạn giải thích giúp có hoạt động nào sắp tới không nha,upcoming_activity
Ban giai thich giup co hoat dong nao sap toi khong nha,upcoming_activity
Tôi muốn hỏi kể chuyện cười đi trên ITConnect,unknown
Toi muon hoi ke chuyen cuoi di tren ITConnect,unknown
Bạn kiểm tra giúp tôi đang chờ duyệt phải không,attendance_status
Ban kiem tra giup toi dang cho duyet phai khong,attendance_status
Tôi cần xem tôi cần chỉ đường trong trường với giúp mình,map_help
Toi can xem toi can chi duong trong truong voi giup minh,map_help
Tôi cần xem tôi muốn chơi game được không nha,unknown
Toi can xem toi muon choi game duoc khong nha,unknown
Hỏi chút là tôi đã điểm danh chưa được không ạ,attendance_status
Hoi chut la toi da diem danh chua duoc khong a,attendance_status
Cho mình hỏi phản hồi thông tin sai ở đâu nhé,feedback_help
Cho minh hoi phan hoi thong tin sai o dau nhe,feedback_help
Hỏi chút là tôi có đạt loại khá không trong hệ thống,training_score
Hoi chut la toi co dat loai kha khong trong he thong,training_score
Tôi muốn hỏi kết quả điểm danh đã có chưa,attendance_status
Toi muon hoi ket qua diem danh da co chua,attendance_status
Tôi cần xem gửi phản hồi về hoạt động hiện tại,feedback_help
Toi can xem gui phan hoi ve hoat dong hien tai,feedback_help
Có thể cho tôi biết tôi muốn đề xuất cải thiện app với,feedback_help
Co the cho toi biet toi muon de xuat cai thien app voi,feedback_help
Cho mình hỏi trạng thái minh chứng của tôi được không,attendance_status
Cho minh hoi trang thai minh chung cua toi duoc khong,attendance_status
Cho tôi xem tôi bị vắng có ảnh hưởng điểm rèn luyện không được không ạ,absent_penalty
Cho toi xem toi bi vang co anh huong diem ren luyen khong duoc khong a,absent_penalty
Bạn giải thích giúp cách gửi góp ý được không,feedback_help
Ban giai thich giup cach gui gop y duoc khong,feedback_help
Giúp tôi xem admin đã duyệt minh chứng chưa được không,attendance_status
Giup toi xem admin da duyet minh chung chua duoc khong,attendance_status
Giúp tôi xem mục góp ý nằm ở đâu giúp tôi,feedback_help
Giup toi xem muc gop y nam o dau giup toi,feedback_help
Mình muốn biết tôi đăng ký seminar nào hiện tại,my_activities
Minh muon biet toi dang ky seminar nao hien tai,my_activities
Tôi cần xem hướng dẫn check in hoạt động được không bạn,check_in_guide
Toi can xem huong dan check in hoat dong duoc khong ban,check_in_guide
Bạn cho tôi biết tôi cần gửi hỗ trợ ở đâu,feedback_help
Ban cho toi biet toi can gui ho tro o dau,feedback_help
Làm ơn cho tôi biết cách gửi góp ý hiện tại,feedback_help
Lam on cho toi biet cach gui gop y hien tai,feedback_help
Mình muốn hỏi có workshop nào sắp diễn ra không trên ITConnect,upcoming_activity
Minh muon hoi co workshop nao sap dien ra khong tren ITConnect,upcoming_activity
Bạn kiểm tra giúp tôi không thấy thông báo ở đâu bạn,notification_help
Ban kiem tra giup toi khong thay thong bao o dau ban,notification_help
Tôi muốn hỏi tôi cần bấm nút nào để quét QR ở đâu ạ,check_in_guide
Toi muon hoi toi can bam nut nao de quet QR o dau a,check_in_guide
Mình muốn biết cài đặt thông báo như thế nào cho tôi,notification_help
Minh muon biet cai dat thong bao nhu the nao cho toi,notification_help
Bạn kiểm tra giúp vắng hoạt động đã đăng ký có sao không vậy,absent_penalty
Ban kiem tra giup vang hoat dong da dang ky co sao khong vay,absent_penalty
Có thể cho tôi biết bạn có yêu tôi không như thế nào,unknown
Co the cho toi biet ban co yeu toi khong nhu the nao,unknown
Quên điểm danh có bị trừ không,absent_penalty
Quen diem danh co bi tru khong,absent_penalty
Hỏi chút là làm sao xem vị trí hội trường ở đâu,map_help
Hoi chut la lam sao xem vi tri hoi truong o dau,map_help
Cho tôi hỏi điểm của tôi sau khi hoàn thành hoạt động giúp tôi bạn,training_score
Cho toi hoi diem cua toi sau khi hoan thanh hoat dong giup toi ban,training_score
Bạn kiểm tra giúp thông báo nằm ở đâu trên ITConnect,notification_help
Ban kiem tra giup thong bao nam o dau tren ITConnect,notification_help
Tôi còn bao nhiêu điểm sau khi vắng,training_score
Toi con bao nhieu diem sau khi vang,training_score
Làm ơn cho tôi biết tôi muốn gửi phản hồi nhanh vậy,feedback_help
Lam on cho toi biet toi muon gui phan hoi nhanh vay,feedback_help
Hỏi chút là chào buổi chiều hiện tại với ạ,greeting
Hoi chut la chao buoi chieu hien tai voi a,greeting
Hỏi chút là hoạt động nào gần nhất trong app,upcoming_activity
Hoi chut la hoat dong nao gan nhat trong app,upcoming_activity
Có thể cho tôi biết khi nào bị trừ điểm chương trình vậy,absent_penalty
Co the cho toi biet khi nao bi tru diem chuong trinh vay,absent_penalty
Cách gửi minh chứng điểm danh,check_in_guide
Cach gui minh chung diem danh,check_in_guide
Tôi cần xem danh sách sự kiện sắp diễn ra với,upcoming_activity
Toi can xem danh sach su kien sap dien ra voi,upcoming_activity
